symbol,name,sector,industry,revenue,ebitda,ebitda_margin_pct,total_debt,market_cap,insider_holding_pct,revenue_growth_pct,return_on_equity_pct,return_on_capital_employed_pct,promoter_pledge_pct,net_income,as_of_date,status,financial_currency,currency_flag,total_assets,retained_earnings,working_capital,current_ratio,quick_ratio,debt_to_equity,return_on_assets,beta,peg_ratio,enterprise_value,total_cash,operating_cash_flow,free_cash_flow,price_to_book,trailing_pe,data_pull_date
MOIL,MOIL Limited,Basic Materials,Other Industrial Metals & Mining,14728382464.0,4146063104.0,28.15,0.0,55754948608.0,64.685,2.6,10.005,8.9227,0.0,2674797056.0,2026-07-11,ok,INR,OK,32056739000.0,,9374118000.0,3.028,2.078,,0.04768,0.35,,48503869440.0,7267474944.0,1572579968.0,112728128.0,2.0585563,20.836502,2026-07-12
MOKSH,Moksh Ornaments Limited,Consumer Cyclical,Luxury Goods,6789452800.0,151544992.0,2.232,246016000.0,981537920.0,,56.2,8.215,23.2748,0.0,98542000.0,2026-07-11,ok,INR,OK,1072024000.0,361248000.0,589649000.0,3.243,1.786,19.056,0.05698,-0.062,,1157559168.0,67196000.0,38547000.0,-58677000.0,0.75808537,9.376,2026-07-12
MOL,Meghmani Organics Limited,Basic Materials,Agricultural Inputs,21739558912.0,1764425984.0,8.116,7259639808.0,11962940416.0,50.337,-14.3,1.878,8.5781,0.0,287395008.0,2026-07-11,ok,INR,OK,30205816000.0,,886616000.0,1.072,0.57,46.995,0.011770001,0.564,,18800623616.0,264880000.0,2217449984.0,950409856.0,0.7642443,41.62832,2026-07-12
MOLDTECH,Mold-Tek Technologies Limited,Industrials,Engineering & Construction,1816765952.0,113778000.0,6.263,51289000.0,3693104384.0,54.786,85.7,8.211,10.4701,0.0,100918000.0,2026-07-11,ok,INR,OK,1719618000.0,,489807000.0,2.185,1.619,4.004,0.02187,-0.226,,3456146176.0,254736992.0,152220000.0,52132376.0,2.8567927,36.52707,2026-07-12
MOLDTKPAC,Mold-Tek Packaging Limited,Consumer Cyclical,Packaging & Containers,8866095104.0,1732715008.0,19.543,2197662976.0,22243436544.0,39.182,17.4,10.976,14.2466,2.27,728742016.0,2026-07-11,ok,INR,OK,10582217000.0,,1221747000.0,1.49,0.752,31.851,0.07091,0.516,,24434458624.0,12509000.0,1253664000.0,-631044608.0,3.2246256,30.482698,2026-07-12
MONARCH,Monarch Networth Capital Limited,Financial Services,Capital Markets,3664585984.0,,0.0,372068992.0,28606517248.0,70.392,58.2,20.495,23.5152,5.47,1811933952.0,2026-07-11,ok,INR,OK,15723228000.0,,8070390000.0,2.211,2.191,3.83,0.12906,0.121,,21864355840.0,7086507008.0,1141975040.0,,2.9419923,15.820176,2026-07-12
MONEYBOXX,Moneyboxx Finance Limited,Financial Services,Credit Services,1170764032.0,,0.0,6754856960.0,4347717120.0,58.562,4.1,0.482,0.892,7.16,13412000.0,2026-07-11,ok,INR,OK,9953215000.0,,8355967000.0,35.478,35.25,228.031,0.0013799999,0.306,,9668538368.0,1434035968.0,-324750016.0,,1.4676911,311.4,2026-07-12
MONTECARLO,Monte Carlo Fashions Limited,Consumer Cyclical,Apparel Manufacturing,12759100416.0,2272100096.0,17.808,5796599808.0,11229522944.0,74.489,36.1,12.881,16.8725,0.0,1120600064.0,2026-07-11,ok,INR,OK,19204700000.0,,5087800000.0,1.68,0.846,63.989,0.055560004,0.134,,15849732096.0,1158800000.0,998400000.0,87387504.0,1.2376978,10.0194235,2026-07-12
MOREPENLAB,Morepen Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,18056914944.0,1256289024.0,6.957,2078552064.0,33545728000.0,42.686,4.0,7.859,9.4295,0.0,948768000.0,2026-07-11,ok,INR,OK,19361201000.0,,6733120000.0,2.373,0.866,16.667,0.03002,0.698,,35592511488.0,916993984.0,326420000.0,-1108435840.0,2.761763,35.387283,2026-07-12
MOSCHIP,MOSCHIP TECHNOLOGIES LTD,Technology,Semiconductor Equipment & Materials,5851484160.0,596358016.0,10.192,880950016.0,46007554048.0,44.618,13.7,9.558,8.3937,0.0,352043008.0,2026-07-11,ok,INR,OK,7430433000.0,,1605488000.0,1.618,1.403,21.561,0.04309,1.125,,45281570816.0,1492785024.0,928009024.0,613393280.0,11.232215,130.12088,2026-07-12
MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,Auto Parts,1255134986240.0,109384998912.0,8.715,191696994304.0,1507966976000.0,58.33,16.5,10.114,11.4969,2.9,38597001216.0,2026-07-11,ok,INR,OK,1104952000000.0,186592000000.0,29430000000.0,1.06,0.696,43.908,0.04239,1.018,,1646933966848.0,79525003264.0,112839999488.0,37079126016.0,3.6840074,39.01635,2026-07-12
MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,Capital Markets,80511303680.0,,0.0,214747299840.0,589712326656.0,53.083,159.8,15.55,18.0557,0.0,18693099520.0,2026-07-11,ok,INR,OK,434677000000.0,107934800000.0,43278600000.0,1.146,0.777,165.8,0.04835,0.2,,752196190208.0,52623298560.0,-60707000320.0,,4.5734525,32.152004,2026-07-12
MOTISONS,MOTISONS JEWELLERS LTD,Consumer Cyclical,Luxury Goods,4895444992.0,869892992.0,17.769,389048000.0,16152593408.0,58.354,15.8,13.962,18.013,0.0,637076992.0,2026-07-11,ok,INR,OK,5726496000.0,,4992994000.0,8.672,0.262,7.795,0.09846,0.517,,14967636992.0,157284000.0,274580000.0,53932752.0,2.9527967,21.846155,2026-07-12
MPHASIS,Mphasis Limited,Technology,Information Technology Services,158796464128.0,27398250496.0,17.254,26196760576.0,443058094080.0,31.278,14.4,18.286,23.0482,0.0,18626019328.0,2026-07-11,ok,INR,OK,177819240000.0,82761750000.0,22575290000.0,1.376,1.276,24.383,0.09285,0.408,2.4,438054125568.0,31206590464.0,12532809728.0,9734439936.0,4.123936,23.809475,2026-07-12
MPSLTD,MPS Limited,Communication Services,Publishing,7683700224.0,2358500096.0,30.695,606300032.0,33900136448.0,73.459,12.7,32.234,33.4273,0.0,1732199936.0,2026-07-11,ok,INR,OK,9419100000.0,,1112800000.0,1.445,1.011,10.167,0.15889,0.438,,33302781952.0,1192000000.0,1967900032.0,1943312512.0,5.682837,19.568838,2026-07-12
MRF,MRF Limited,Consumer Cyclical,Auto Parts,311490084864.0,49005801472.0,15.733,32066600960.0,570115620864.0,49.008,13.4,12.295,15.6373,0.09,24260999168.0,2026-07-11,ok,INR,OK,319535100000.0,,58102300000.0,1.645,0.975,15.288,0.06394,0.154,,549789630464.0,52395700224.0,45902999552.0,23254986752.0,2.718135,23.47416,2026-07-12
MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,Oil & Gas Refining & Marketing,886674882560.0,73052897280.0,8.239,153410207744.0,284779773952.0,89.967,-3.4,14.169,19.3288,0.0,19245799424.0,2026-07-11,ok,INR,OK,444812300000.0,,27273900000.0,1.143,0.351,108.059,0.091639996,0.184,,431031255040.0,6105900032.0,25311899648.0,-5238492672.0,1.9985242,14.798726,2026-07-12
MSPL,MSP Steel & Power Limited,Basic Materials,Steel,28429643776.0,1776499968.0,6.249,3211936000.0,22184421376.0,74.929,7.4,3.361,2.2981,71.27,337739008.0,2026-07-11,ok,INR,OK,17275673000.0,,1195775000.0,1.175,0.136,31.169,0.046919998,0.794,,25110784000.0,288420000.0,1481883008.0,-7813250.0,2.153389,69.89285,2026-07-12
MSTCLTD,MSTC Limited,Industrials,Conglomerates,3696566016.0,2241882112.0,60.648,1450019968.0,47213760512.0,64.745,33.7,26.6,31.286,0.0,2184332032.0,2026-07-11,ok,INR,OK,20107149000.0,,5281886000.0,1.491,1.445,16.041,0.06471,0.473,,35384852480.0,13275807744.0,-277942016.0,18775000.0,5.2228055,21.599035,2026-07-12
MSUMI,Motherson Sumi Wiring India Limited,Consumer Cyclical,Auto Parts,114287001600.0,9383000064.0,8.21,2332000000.0,266194911232.0,61.749,33.1,32.394,35.4412,0.0,6252000256.0,2026-07-11,ok,INR,OK,47457000000.0,11042000000.0,14535000000.0,1.617,0.828,10.788,0.12219,0.056,,267864915968.0,662000000.0,7613000192.0,1452125056.0,12.427244,42.702126,2026-07-12
MTNL,Mahanagar Telephone Nigam Limited,Communication Services,Telecom Services,9563700224.0,4430199808.0,46.323,354445688832.0,18440099840.0,56.251,87.9,,,0.0,-31072399360.0,2026-07-11,ok,INR,OK,100756500000.0,,-105559600000.0,0.35,0.068,,-0.00773,0.581,,365135298560.0,7758900224.0,1764300032.0,-12633654272.0,-0.061577626,,2026-07-12
MUFIN,Mufin Green Finance Limited,Financial Services,Credit Services,836001024.0,,0.0,13975982080.0,25804681216.0,50.235,5.6,6.698,1.8231,0.0,282624992.0,2026-07-11,ok,INR,OK,20275033000.0,,17492815000.0,2.073,2.073,243.19,0.01847,-0.521,,34465599488.0,2427653888.0,-6950117888.0,,3.987751,79.40244,2026-07-12
MUFTI,CREDO BRANDS MARKETING L,Consumer Cyclical,Apparel Retail,5921030144.0,1541900032.0,26.041,2281520128.0,5599043584.0,65.97,5.9,11.175,13.409,0.0,474240000.0,2026-07-11,ok,INR,OK,8019340000.0,,3097650000.0,3.275,2.269,52.018,0.0635,1.074,,7151974912.0,726080000.0,1323350016.0,977228736.0,1.276006,11.809655,2026-07-12
MUKANDLTD,Mukand Limited,Basic Materials,Steel,48898301952.0,1710300032.0,3.498,16967100416.0,19200571392.0,77.476,14.7,48.88,35.5848,0.0,6041500160.0,2026-07-11,ok,INR,OK,40770400000.0,,8571200000.0,1.387,0.205,111.455,0.017819999,0.671,,35850121216.0,316600000.0,-4409800192.0,-6142812672.0,1.2611997,3.1789474,2026-07-12
MUKKA,Mukka Proteins Limited,Consumer Defensive,Packaged Foods,14494539776.0,1145820032.0,7.905,7792880128.0,6923999744.0,74.524,-0.3,11.588,22.4992,0.0,520580000.0,2026-07-11,ok,INR,OK,16211270000.0,,2399000000.0,1.229,0.231,147.376,0.04541,0.619,,14381038592.0,604289984.0,-1112649984.0,-2507727616.0,1.3816223,13.264368,2026-07-12
MUNJALAU,Munjal Auto Industries Limited,Consumer Cyclical,Auto Parts,22951540736.0,1276881024.0,5.563,4234358016.0,10133000192.0,75.881,20.0,10.316,14.0439,0.0,402008000.0,2026-07-11,ok,INR,OK,14552939000.0,,1934956000.0,1.265,0.778,90.747,0.028900001,0.675,,11827435520.0,1399768064.0,446704992.0,-883448640.0,1.9667709,25.206469,2026-07-12
MUNJALSHOW,Munjal Showa Limited,Consumer Cyclical,Auto Parts,13154214912.0,229523008.0,1.745,0.0,5363329536.0,66.918,14.6,3.234,4.3021,0.0,218716992.0,2026-07-11,ok,INR,OK,8649358000.0,,4735081000.0,3.717,3.183,,0.00913,0.31,,2873972992.0,3200756992.0,-206447008.0,-239778624.0,0.89594126,24.515541,2026-07-12
MURUDCERA,Murudeshwar Ceramics Ltd.,Industrials,Building Products & Equipment,2054749952.0,314928992.0,15.327,1425005952.0,1914441216.0,75.839,-5.7,2.872,5.4333,0.0,108001000.0,2026-07-11,ok,INR,OK,6158984000.0,,538553000.0,1.397,0.424,37.491,0.01743,0.256,,3033387520.0,60522000.0,213340000.0,-191517504.0,0.4390752,17.373627,2026-07-12
MUTHOOTCAP,Muthoot Capital Services Limited,Financial Services,Credit Services,2291642880.0,,0.0,32320679936.0,3657766912.0,68.523,-0.5,1.682,1.74,0.0,111733000.0,2026-07-11,ok,INR,OK,40556062000.0,,37694913000.0,33.779,33.735,482.095,0.0029199999,0.0,,30746189824.0,5234647040.0,-3753732096.0,,0.54559106,32.800884,2026-07-12
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Credit Services,191834537984.0,,0.0,1510264274944.0,1256355397632.0,73.351,53.7,30.406,,0.0,105903366144.0,2026-07-11,ok,INR,OK,1957539940000.0,,,128.286,128.286,379.707,0.064559996,0.501,,2626810806272.0,146258345984.0,-473926533120.0,,3.210718,11.862325,2026-07-12
MUTHOOTMF,MUTHOOT MICROFIN LIMITED,Financial Services,Credit Services,10669230080.0,,0.0,97072480256.0,39468785664.0,73.372,,6.207,4.0416,0.0,1702669952.0,2026-07-11,ok,INR,OK,126848050000.0,,116124410000.0,399.149,391.522,340.091,0.01447,0.814,,123301511168.0,13234169856.0,-5803259904.0,,1.382581,23.201181,2026-07-12
MVGJL,Manoj Vaibhav Gems 'N' Jewellers Limited,Consumer Cyclical,Luxury Goods,27440300032.0,1852499968.0,6.751,4910400000.0,7627527680.0,77.049,7.0,14.816,21.6458,0.0,1149799936.0,2026-07-11,ok,INR,OK,18648600000.0,,7805000000.0,1.789,0.142,58.923,0.0653,0.911,,11458400256.0,1086000000.0,262600000.0,-357167488.0,0.9160506,6.6305733,2026-07-12
MWL,MANGALAM WORLDWIDE LTD,Basic Materials,Steel,12079806464.0,898790016.0,7.44,4949560832.0,10885298176.0,,-18.2,17.683,21.4417,11.64,500995008.0,2026-07-11,ok,INR,OK,9286579000.0,,2641088000.0,1.508,0.323,162.027,0.06445,0.553,,15837440000.0,64448000.0,242486000.0,-2754188544.0,0.36351916,21.68639,2026-07-12
NACLIND,NACL Industries Limited,Basic Materials,Agricultural Inputs,15844599808.0,969400000.0,6.118,3119600128.0,54944112640.0,74.24,79.2,0.823,6.9001,0.0,45700000.0,2026-07-11,ok,INR,OK,13639300000.0,2213700000.0,1772400000.0,1.274,0.716,45.68,0.03439,0.188,,58021568512.0,26900000.0,-1041400000.0,-2212600064.0,8.043344,1116.9524,2026-07-12
NAGREEKEXP,Nagreeka Exports Limited,Consumer Cyclical,Textile Manufacturing,5111801856.0,198712000.0,3.887,1727837056.0,752169408.0,74.248,47.2,1.96,9.0187,0.0,30620000.0,2026-07-11,ok,INR,OK,3819557000.0,,722170000.0,1.379,0.181,108.513,0.026800001,0.93,,2437235456.0,28691000.0,172879008.0,-109155376.0,0.46354428,24.561224,2026-07-12
NAHARCAP,Nahar Capital and Financial Services Limited,Financial Services,Capital Markets,489412000.0,359513984.0,73.458,96877000.0,4142499328.0,81.36,-0.6,3.982,4.4972,0.0,631414016.0,2026-07-11,ok,INR,OK,17819942000.0,,237264000.0,2.291,0.049,0.603,0.01239,0.094,,4235904000.0,5286000.0,106095000.0,-1393542656.0,0.25777215,6.561538,2026-07-12
NAHARINDUS,Nahar Industrial Enterprises Limited,Consumer Cyclical,Textile Manufacturing,14084452352.0,1600836992.0,11.366,6817944064.0,5098690560.0,78.337,-13.0,5.05,7.7462,0.0,513428000.0,2026-07-11,ok,INR,OK,19002087000.0,,4180594000.0,1.865,0.455,65.369,0.03714,0.255,,11471271936.0,444968992.0,630460032.0,-96469128.0,0.48881415,9.933502,2026-07-12
NAHARPOLY,Nahar Poly Films Limited,Consumer Cyclical,Packaging & Containers,2575152128.0,173752256.0,6.747,789516992.0,6221991424.0,79.298,7.0,,10.5153,0.0,151579008.0,2026-07-11,ok,INR,OK,9999288000.0,,657830000.0,,,9.109,,,,6961287680.0,47100000.0,,,0.7174734,7.893013,2026-07-12
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Asset Management,29330700288.0,19948800000.0,68.013,753400000.0,775274102784.0,0.527,19.6,34.476,40.0231,0.0,15293800448.0,2026-07-11,ok,INR,OK,51922800000.0,24899700000.0,30350900000.0,12.497,12.24,1.617,0.25059998,0.587,,735296684032.0,39300001792.0,14660200448.0,12954662912.0,16.609142,51.276955,2026-07-12
NARMADA,Narmada Agrobase Limited,Basic Materials,Agricultural Inputs,783936000.0,49755000.0,6.347,100993000.0,1319427968.0,63.627,16.1,6.697,9.9429,0.0,38573000.0,2026-07-11,ok,INR,OK,722535000.0,109116000.0,486424000.0,5.088,3.015,17.02,0.04281,0.046,,1415440000.0,4981000.0,-12977000.0,22520000.0,2.2236428,34.098038,2026-07-12
NATCAPSUQ,Natural Capsules Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1872046976.0,-15597000.0,-0.833,1154780032.0,1509200896.0,65.525,30.0,-10.028,-5.8235,0.0,-170736000.0,2026-07-11,ok,INR,OK,4241578000.0,,40702000.0,1.031,0.574,49.198,-0.02772,-0.116,,2273577216.0,48233000.0,109170000.0,21243624.0,0.46750736,,2026-07-12
NATCOPHARM,NATCO Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,40782999552.0,14364999680.0,35.223,7138999808.0,176262021120.0,50.99,-39.6,16.853,16.2625,0.0,14184999936.0,2026-07-11,ok,INR,OK,110737000000.0,,33714000000.0,3.006,1.791,7.742,0.07802,0.202,,162078212096.0,21290999808.0,17682999296.0,8206499840.0,1.9111632,12.422368,2026-07-12
NATHBIOGEN,Nath Bio-Genes (India) Limited,Basic Materials,Agricultural Inputs,4451015168.0,524387008.0,11.781,1385015040.0,3135452672.0,61.696,-1.0,6.285,8.8643,13.78,416303008.0,2026-07-11,ok,INR,OK,10974228000.0,,3841682000.0,1.973,0.411,20.354,0.02853,0.825,,4308673024.0,759953024.0,-125732000.0,-627383360.0,0.5413415,7.8569384,2026-07-12
NATIONALUM,National Aluminium Company Limited,Basic Materials,Aluminum,178430492672.0,79410798592.0,44.505,598300032.0,651728781312.0,51.278,-4.8,29.42,36.7346,0.0,57970098176.0,2026-07-11,ok,INR,OK,228821600000.0,85738400000.0,56411200000.0,3.604,2.796,0.277,0.18198,0.611,,565199110144.0,87006699520.0,64379699200.0,34026000384.0,3.0161753,10.6147175,2026-07-12
NATIONSTD,National Standard (India) Limited,,,204180992.0,-62426000.0,-30.574,0.0,,98.385,-100.0,3.485,,,96589000.0,2026-07-11,ok,INR,OK,,,,96.907,10.366,,-0.01392,0.145,,10595401728.0,117150000.0,-60243000.0,-24246876.0,3.798837,,2026-07-12
NAUKRI,Info Edge (India) Limited,Communication Services,Internet Content & Information,32847319040.0,11722149888.0,35.687,2585299968.0,779908284416.0,47.454,15.9,4.568,4.7147,0.0,14498140160.0,2026-07-11,ok,INR,OK,475594770000.0,,29097720000.0,2.468,2.372,0.64,0.014520001,0.331,2.39,760600002560.0,46901051392.0,10764340224.0,9755294720.0,2.0582652,53.752235,2026-07-12
NAVA,Nava Limited,Industrials,Conglomerates,42909171712.0,17174014976.0,40.024,22264098816.0,169882255360.0,52.448,12.2,10.309,11.1177,0.0,7881027072.0,2026-07-11,ok,INR,OK,143723805000.0,,49751761000.0,7.59,5.949,20.684,0.06464,0.331,,177642618880.0,34627268608.0,23123281920.0,-1939994496.0,1.9418246,21.550486,2026-07-12
NAVINFLUOR,Navin Fluorine International Limited,Basic Materials,Chemicals,33138999296.0,10816799744.0,32.641,12717500416.0,395517329408.0,29.366,33.8,20.105,18.6595,0.0,6635500032.0,2026-07-11,ok,INR,OK,63791200000.0,,17173300000.0,2.608,1.94,31.997,0.10398,0.252,,394721591296.0,13205699584.0,8935700480.0,567437504.0,9.943423,59.172867,2026-07-12
NAVKARCORP,Navkar Corporation Limited,Industrials,Integrated Freight & Logistics,6905815040.0,1212865024.0,17.563,1772952960.0,16436694016.0,71.692,94.5,1.551,3.1228,0.0,301456000.0,2026-07-11,ok,INR,OK,22103784000.0,,866381000.0,1.605,1.379,9.055,0.01852,0.298,,17995085824.0,194854000.0,770422976.0,-69306128.0,0.83847785,54.6,2026-07-12
NAVNETEDUL,Navneet Education Limited,Communication Services,Publishing,17209999360.0,2700000000.0,15.689,1080000000.0,33193039872.0,65.01,-0.9,18.575,21.0013,0.0,3520000000.0,2026-07-11,ok,INR,OK,25660000000.0,,7990000000.0,3.586,1.32,5.145,0.04853,0.071,,33898958848.0,710000000.0,3070000128.0,1729500032.0,1.6140484,9.378125,2026-07-12
NAZARA,Nazara Technologies Limited,Communication Services,Electronic Gaming & Multimedia,18289799168.0,2548100096.0,13.932,2149299968.0,112732504064.0,35.768,-23.6,1.974,1.7994,55.94,809200000.0,2026-07-11,ok,INR,OK,43711800000.0,,6329700000.0,2.046,1.834,6.051,0.0034400001,0.072,,129048805376.0,7343300096.0,1486300032.0,1578437504.0,3.8422687,11.187499,2026-07-12
NBCC,NBCC (India) Limited,Industrials,Engineering & Construction,131958865920.0,10404581376.0,7.885,2579000.0,269946011648.0,61.754,-2.5,25.225,29.7271,0.0,7200312832.0,2026-07-11,ok,INR,OK,162737815000.0,,22875385000.0,1.177,0.897,0.008,0.042930003,0.656,,207997779968.0,65157222400.0,4394641920.0,9925125120.0,8.986966,37.445694,2026-07-12
NBIFIN,N.B.I. Industrial Finance Company Limited,Financial Services,Capital Markets,198575008.0,166963008.0,84.081,0.0,6800291328.0,,-90.0,0.418,0.6125,0.0,124293000.0,2026-07-11,ok,INR,OK,27258409000.0,,28886000.0,7.194,7.176,,0.0033399998,0.321,,6819145216.0,19672000.0,60062000.0,106021624.0,0.25920784,54.639126,2026-07-12
NCC,NCC Limited,Industrials,Engineering & Construction,208230006784.0,18360799232.0,8.818,34569998336.0,91514912768.0,35.657,1.7,9.322,17.548,0.0,6753200128.0,2026-07-11,ok,INR,OK,260060700000.0,,59105500000.0,1.362,0.311,43.056,0.04257,0.513,,114816778240.0,12908199936.0,-4585099776.0,-19331563520.0,1.1634738,13.546468,2026-07-12
NCLIND,NCL Industries Limited,Basic Materials,Building Materials,14220844032.0,2242075904.0,15.766,3002649088.0,8448580608.0,49.528,62.2,13.762,12.2581,13.66,1237499008.0,2026-07-11,ok,INR,OK,15743064000.0,,698056000.0,1.233,0.429,31.936,0.06469,0.049,,10893886464.0,101290000.0,1449725056.0,381739744.0,0.8500858,6.6970243,2026-07-12
NDGL,Naga Dhunseri Group Limited,Financial Services,Capital Markets,,,0.0,,2941299968.0,,,,0.4866,0.0,,2026-07-11,ok,INR,OK,18246576000.0,,732841000.0,,,,,,,,,,,,,2026-07-12
NDL,Nandan Denim Limited,Consumer Cyclical,Textile Manufacturing,28718737408.0,899228992.0,3.131,1175411968.0,3459532288.0,52.645,-48.5,5.217,7.8484,0.0,331284000.0,2026-07-11,ok,INR,OK,10316145000.0,,3343586000.0,2.247,1.606,18.05,0.02478,0.719,,4397917184.0,237027008.0,1444525952.0,1232049920.0,0.5313261,10.434783,2026-07-12
NDLVENTURE,NDL Ventures Limited,Communication Services,Entertainment,48937000.0,,0.0,0.0,4445327360.0,81.23,,1.526,2.0515,0.0,9103000.0,2026-07-11,ok,INR,OK,651545000.0,,579580000.0,11.479,1.0,,-0.034879997,-0.406,,3950164736.0,55322000.0,-46849000.0,-13253625.0,6.755706,507.76926,2026-07-12
NDRAUTO,NDR Auto Components Limited,Consumer Cyclical,Auto Parts,8225379840.0,864579008.0,10.511,617006976.0,20390266880.0,0.119,19.3,18.77,19.9825,0.0,619444992.0,2026-07-11,ok,INR,OK,5630197000.0,1783178000.0,329204000.0,1.222,0.858,17.248,0.084130004,0.747,,20716468224.0,231028000.0,371201984.0,-262860128.0,5.683367,32.786728,2026-07-12
NDTV,New Delhi Television Limited,Communication Services,Broadcasting,5282880000.0,-2710159872.0,-51.301,2575460096.0,9359938560.0,71.724,16.5,-341.218,-75.0605,0.0,-3226060032.0,2026-07-11,ok,INR,OK,7042050000.0,-6655160000.0,112320000.0,1.036,0.805,199.402,-0.27472,0.771,,11795098624.0,149250000.0,-2578899968.0,-1955713792.0,7.2976775,,2026-07-12
NEAGI,Neelamalai Agro Industries Limited,,,254484000.0,-17720000.0,-6.963,0.0,,80.565,53.3,9.293,,,291219008.0,2026-07-11,ok,INR,OK,,,,3.963,3.481,,-0.0076599997,0.105,,1597153792.0,357408992.0,-40264000.0,-14700250.0,0.59725225,,2026-07-12
NELCAST,Nelcast Limited,Industrials,Metal Fabrication,6332961792.0,669187520.0,10.567,,12205387776.0,80.541,27.3,,12.5815,0.0,364870016.0,2026-07-11,ok,INR,OK,11987009000.0,2664995000.0,1565993000.0,,,,,,,,,,,2.0343468,25.116695,2026-07-12
NELCO,Nelco Limited,Technology,Communication Equipment,3065999872.0,245600000.0,8.01,728400000.0,20316362752.0,54.935,17.3,2.586,6.7615,0.0,33200000.0,2026-07-11,ok,INR,OK,3473700000.0,1033300000.0,-254200000.0,0.877,0.595,56.54,0.01695,0.373,,20850862080.0,193900000.0,152600000.0,283575008.0,15.769851,627.007,2026-07-12
NEOGEN,Neogen Chemicals Limited,Basic Materials,Specialty Chemicals,8619599872.0,1372899968.0,15.928,13950900224.0,57093529600.0,55.111,21.6,3.581,6.7781,24.7,287500000.0,2026-07-11,ok,INR,OK,29018700000.0,,2048400000.0,1.172,0.324,170.915,0.029509999,0.605,,68876607488.0,49500000.0,-2314800128.0,-5691375104.0,6.735102,192.3524,2026-07-12
